userId,username,totalPoints
13518421,"Komaeda",133.780901
2184751,"Maxe191",133.748474
9254536,"khz",133.486016
4250296,"thaibuy",132.759044
3730848,"mx10000",132.570489
14709263,"manosaba",132.469334
8275006,"-pare",132.410521
15701343,"Lightningfox",132.303375
14277157,"Nailer",132.132327
3506793,"Viveliam",131.160041
4682646,"maxbireo",130.039574
10890712,"Tonnisdk",129.737055
8666950,"karate",128.958741
10925451,"Mitage",128.609874
4196808,"Karthy",128.541137
1650010,"Aireu",128.525811
5724445,"MrFuture",127.949419
7101953,"MAKCOH",127.922553
9896317,"RyooYamada",126.603572
12088216,"Lewis Hamilton",125.058885
17730661,"OnlyHadley",124.463069
1906975,"Hellotomlol225",123.944821
13484596,"Impowster",123.478611
12179012,"Rinnu",123.456332
7280590,"-DEVN",123.364974
18386465,"David Seymour",123.349426
21207816,"bored yes",123.055959
11243772,"reimia",122.747261
8868635,"Egor",121.707400
16178978,"Anirium",121.686946
10717635,"Hakui Koyori",121.236517
11828209,"Aerodite",120.596442
4495889,"Unexpected",120.524231
5919819,"Woofel",120.021700
23162589,"DP285",119.236824
14457718,"wuk",119.192874
15537480,"VIaddex",118.264719
14282987,"szedis",117.978483
21101642,"My Angel Kita",117.526873
13586618,"taro",116.907639
17008453,"shinomontaj",116.351114
17548061,"ikuyokita",116.143052
10077431,"plambob",115.662425
17485776,"L1ssak",115.546725
7525949,"shimon",115.264044
31507014,"kemsi",115.008165
16564766,"zhunque",114.211171
19359793,"Singapure-",114.128101
16779690,"Exalon",114.067648
11159039,"Yseri",113.856118
21178407,"roptant",112.171985
11843859,"TacosCordoba",111.946967
10531825,"Lawndred",111.864312
14176480,"Raspigaous",110.692367
16425951,"Lu2nar",110.393498
12309147,"Mizeree",110.107784
10463344,"Marjus",109.754713
25626082,"Satsukiiii",109.592694
9988174,"bung wung",109.113561
17213856,"Gloving Legend",109.100743
11811792,"Sorae",108.473151
14582697,"HeyCat_",107.971240
11226645,"JackPaX",107.949773
19887342,"Hober38",107.493823
9561644,"AllyrD",107.410409
14490563,"manicmacho",106.632588
9797230,"Gameroft",106.630325
2110845,"Rlsc",106.177128
13735210,"TheKusoAimer",104.964245
17440191,"Equidimensional",104.640454
10069909,"GNX",104.494152
10196805,"angelkanna",103.991194
5496627,"Mac",103.977699
11971304,"JeadIng",103.764659
10333154,"synoxa",103.648645
7141342,"Kippz",103.180692
3772251,"Ephix",103.108799
6090175,"lolol235",102.364093
19577872,"Reisen-Desu",102.348207
14844399,"Nazuna Nanakusa",102.348207
14232033,"AC_",102.348207
8725569,"Yuena Shimizu",102.348207
13245208,"netraena",102.348207
7774197,"Endura",101.131323
19851850,"cloppit",100.709324
6292501,"Possu",99.944751
17411830,"SIDETRACKEDDAY",99.893838
5370153,"Exarch",99.792709
4908650,"im a fancy lad",99.782719
